Id,SalePrice
1461,122744.12520691191
1462,163097.7993512266
1463,186426.01836081874
1464,196302.84712865407
1465,179174.22165997155
1466,175961.8790154549
1467,175160.0379451292
1468,173781.4413439479
1469,182916.1660908715
1470,127485.37806552764
1471,204023.21153857972
1472,96838.83436259448
1473,101016.89770612877
1474,151245.17790183367
1475,119082.49692724948
1476,363278.61543616856
1477,257735.0584975097
1478,304454.4859487848
1479,290626.283222114
1480,442041.1286343456
1481,321191.6464752404
1482,204719.90856410802
1483,175541.69719343446
1484,169327.25326633145
1485,179408.74296166576
1486,202846.20519270105
1487,318808.69724824815
1488,228102.7046056535
1489,212874.45857463637
1490,237584.45346097706
1491,182401.41944744278
1492,90799.77038405668
1493,182247.3344150834
1494,292318.8257641726
1495,285828.229661992
1496,260110.4441430461
1497,177771.64081125392
1498,159630.13764956984
1499,155366.5859895461
1500,158935.48587297671
1501,172572.5110862353
1502,155039.0217671774
1503,305382.5581395411
1504,245741.43074037996
1505,228296.87362034878
1506,190893.28772908685
1507,239793.7973596056
1508,194025.192750995
1509,161388.10445622442
1510,154702.3984320185
1511,150743.18089877523
1512,169878.70297485904
1513,129547.95905766009
1514,154903.0080692554
1515,193269.79907438127
1516,150036.16673815943
1517,161780.0145615727
1518,126387.26411045458
1519,222021.031373324
1520,140516.38533819755
1521,143968.77755997516
1522,157238.2280750036
1523,112978.7487998409
1524,117156.32458591013
1525,124670.19673732184
1526,117531.00813346889
1527,101236.12554361243
1528,135745.84920217993
1529,150252.93965294387
1530,166768.18846308492
1531,109802.61335251262
1532,100739.5710298662
1533,140442.56553209305
1534,118686.40072736386
1535,154342.91506428202
1536,111059.60100687093
1537,76134.14327977036
1538,169916.66155059735
1539,199947.77399938338
1540,98881.27030644832
1541,144841.08377002747
1542,136177.02984656324
1543,204676.10620489638
1544,86403.97610600156
1545,97816.03400190079
1546,126949.14764373773
1547,136601.4769220899
1548,136401.4844473124
1549,112085.2284022679
1550,135800.10414650314
1551,117477.46155777901
1552,142200.382210396
1553,152028.6227932755
1554,106213.08578724987
1555,179671.88155982067
1556,109757.83364334227
1557,105000.43931894795
1558,91828.48854101935
1559,91405.07356390794
1560,139249.30922015785
1561,136002.5141478277
1562,123588.11628444958
1563,121180.14560324118
1564,159626.2817562478
1565,146056.88634134323
1566,248663.58611335667
1567,73631.01554999425
1568,227745.8610812719
1569,141629.10617732245
1570,139701.7373780982
1571,123177.95844882831
1572,145977.76683050513
1573,255575.07744121325
1574,112566.33604334937
1575,219095.71284900396
1576,235003.35300173005
1577,198091.8032907205
1578,145071.9749476898
1579,151401.4927236939
1580,185767.83564614767
1581,156108.50129026925
1582,127108.54873505546
1583,329118.8810848808
1584,230818.45400720902
1585,137792.19069200917
1586,73051.13747467505
1587,88685.58519558015
1588,159313.87069071917
1589,92454.95490972338
1590,134383.98722244715
1591,96316.55475940471
1592,116456.44792125828
1593,111004.03464393041
1594,150549.76089761182
1595,112126.44064927328
1596,231808.04349140954
1597,194050.5820416104
1598,200533.8983059824
1599,170369.91047426237
1600,163965.3669756204
1601,57386.92769604102
1602,99314.48719571932
1603,89715.95129076816
1604,278310.8950587218
1605,238251.94302836835
1606,166025.6229976446
1607,179381.47335610367
1608,218187.58947472306
1609,198350.65641032482
1610,168686.51026172054
1611,139282.42498146725
1612,170761.18063819854
1613,164514.4276310876
1614,125884.90065510923
1615,87980.07106327094
1616,69337.22840929957
1617,86081.84966372854
1618,124664.8556977344
1619,140305.43522830488
1620,175755.53063021338
1621,138159.085866838
1622,144006.5697447724
1623,264579.05593743006
1624,207596.25761497256
1625,122790.74080148735
1626,160978.1909147596
1627,195536.67926719878
1628,272276.3719269574
1629,183728.50196535524
1630,405235.5256392712
1631,216739.98055535564
1632,243011.72781908838
1633,172201.23919845288
1634,193844.51076307925
1635,183063.81183790462
1636,159549.11381795473
1637,195552.6654184948
1638,190980.99371264887
1639,180175.5295792513
1640,256012.0022196786
1641,171588.3961748134
1642,244847.80106408012
1643,228712.91916709783
1644,243110.03443899925
1645,190706.0797945668
1646,160234.61022770999
1647,156194.39404072642
1648,135881.91613780492
1649,146720.56559536984
1650,116946.67616172796
1651,124279.83965149547
1652,95772.9558033256
1653,93999.319690971
1654,149908.46566147875
1655,141646.03329496225
1656,147732.75912976466
1657,150446.7577585389
1658,147112.55659731675
1659,126871.7688255961
1660,154332.7062675968
1661,485431.8783524775
1662,388214.4447449258
1663,378736.16167168797
1664,506713.94130406214
1665,316219.7809441005
1666,356010.38888305484
1667,395830.80038892414
1668,330819.3770514896
1669,301878.9203675307
1670,347520.3502892701
1671,266588.3304998297
1672,512728.1804646967
1673,312813.999301432
1674,252343.97322082293
1675,186158.97500370184
1676,197365.7746536775
1677,222260.49742000698
1678,495382.4744786705
1679,440584.5674324269
1680,338163.1796712124
1681,255381.17448439
1682,298760.67245432246
1683,174598.16311550804
1684,168502.01385829554
1685,172806.79981416411
1686,167620.1290355949
1687,165818.748111833
1688,188568.84834009543
1689,195954.32114417988
1690,191420.67748579552
1691,180958.07570022598
1692,268529.88154901937
1693,172626.63144258587
1694,189392.45469399815
1695,166699.4318104157
1696,274580.2659040912
1697,169880.32736355026
1698,374869.9570172109
1699,338127.5297180233
1700,253639.0649962958
1701,255666.81192968605
1702,253004.59006397525
1703,254336.46985226392
1704,303994.85733480274
1705,226498.93387722553
1706,491319.3775823807
1707,223543.04804039994
1708,219044.28325091652
1709,261622.62900616918
1710,224996.03433561538
1711,275343.40934134973
1712,262311.21362601663
1713,291493.2653947301
1714,223382.87742206146
1715,211904.9517993154
1716,183425.71241975122
1717,168409.89743907854
1718,128811.7164660322
1719,200059.66366568295
1720,244187.33605362225
1721,167299.61304298672
1722,123726.26365491244
1723,157586.8762406273
1724,210630.06771968637
1725,238435.11065671613
1726,190777.8429126028
1727,162191.0855950502
1728,179648.37511175446
1729,172233.40077459076
1730,158704.41001086668
1731,115716.16295926707
1732,125629.74011557348
1733,111291.55104913155
1734,113012.27729261876
1735,140179.7884407185
1736,116006.2839939681
1737,374550.4138220741
1738,226822.09205071483
1739,304163.44865142077
1740,238408.85338650172
1741,195283.63932679594
1742,170070.74811300958
1743,175062.61976463074
1744,316591.16808227357
1745,234959.57765265493
1746,192157.479498963
1747,220842.81346537865
1748,226363.2715870199
1749,154574.13572046702
1750,130675.52897345391
1751,221124.24593917892
1752,116355.58892447322
1753,142491.12988978688
1754,176596.24711835734
1755,168258.8649331911
1756,128225.54831829037
1757,116379.8437135902
1758,153339.75155805086
1759,168444.66493071977
1760,161474.63830455486
1761,132611.49998157943
1762,177784.53931214887
1763,179636.07983617904
1764,117097.87610902646
1765,168457.54058996122
1766,173331.4266705568
1767,203763.3186869194
1768,146925.51608434005
1769,171994.83143410285
1770,147829.15664327715
1771,129696.30613412458
1772,132002.11128745793
1773,133009.34103549627
1774,129785.6321810438
1775,143029.96361052082
1776,117654.84268422092
1777,115498.13378502477
1778,141645.78516203258
1779,118184.72641448851
1780,175878.5867181241
1781,127205.25631262666
1782,93757.71774080524
1783,138255.43881970632
1784,100496.12159540119
1785,122263.43876864757
1786,139059.42603448342
1787,166379.04294959045
1788,65420.215385964395
1789,106583.83104723477
1790,77672.1639139495
1791,184421.72270496056
1792,154717.28657513263
1793,134837.83401643325
1794,146422.55931155192
1795,139914.35666412537
1796,130100.44174085995
1797,120747.76109565728
1798,122099.6131702495
1799,112909.33605310445
1800,135750.2530756804
1801,135348.80213587615
1802,131473.14384026616
1803,139143.14524805296
1804,150094.8104057144
1805,130338.25232486395
1806,118576.64076837525
1807,133712.64114929654
1808,125395.77769823931
1809,120086.72900544107
1810,141078.93117746568
1811,105453.33301291298
1812,103890.69568220424
1813,124611.62384349028
1814,90664.592503969
1815,53130.62552357462
1816,95959.37890349595
1817,119695.62195562385
1818,166017.65979306612
1819,129495.29845029136
1820,60025.02854145808
1821,96611.98287360431
1822,151844.34271266923
1823,44932.265176994326
1824,144271.93647579208
1825,133748.19068014482
1826,101383.47960770293
1827,95953.89712086669
1828,130071.53966549253
1829,100701.03167442384
1830,145027.7949348347
1831,144559.55290725257
1832,89510.25967083298
1833,136706.3917671118
1834,131849.37636984666
1835,139998.19665209966
1836,125567.57163221488
1837,94971.3026486398
1838,131345.57290804855
1839,87994.33733734713
1840,176277.3455722573
1841,151062.96761555606
1842,78855.55577729664
1843,138155.72638378508
1844,137534.20845368167
1845,143510.79869406277
1846,149143.34512976592
1847,173335.7370066195
1848,51729.019102477185
1849,117467.86714729838
1850,119049.10404387646
1851,155667.43384564505
1852,121947.1442989862
1853,140011.39937493767
1854,167395.1846609992
1855,162150.20694549783
1856,219018.82969883675
1857,179249.6434891475
1858,137486.06571008812
1859,117457.63956547463
1860,154266.43389416253
1861,117634.85894047748
1862,307499.096770669
1863,297126.88954296155
1864,297131.69813728484
1865,310201.8831854208
1866,328907.3844526501
1867,232113.58929233238
1868,299024.76153664
1869,207662.9841005511
1870,239241.07096148812
1871,249937.43344021204
1872,166100.41408981325
1873,236254.0666053911
1874,141560.9817303149
1875,205091.71655276167
1876,199017.44326829482
1877,212048.42653314408
1878,195669.01634105982
1879,131711.77322197356
1880,135828.76478164582
1881,240672.35232507973
1882,251422.9733915304
1883,201013.05413259065
1884,209076.38623828386
1885,256384.82394218748
1886,286958.26766023284
1887,205042.24014593844
1888,271133.5132374705
1889,159246.80274068896
1890,142522.85750791366
1891,139651.32406275443
1892,101185.76846354752
1893,135035.8723498764
1894,119083.14565211133
1895,139021.75368837488
1896,124860.94444667279
1897,117616.79217406016
1898,110059.44219105974
1899,161679.25889874308
1900,143070.7844192185
1901,170789.7438368032
1902,144882.18846784625
1903,214576.8475896301
1904,140652.95985249357
1905,187177.62558427188
1906,172470.2203064381
1907,204781.89274190785
1908,107328.43762289081
1909,135162.81876886828
1910,122127.53966731802
1911,202190.463784709
1912,330637.41495882306
1913,144480.88349153305
1914,59597.08212283948
1915,297856.9591906612
1916,63641.608606963026
1917,248711.74612273753
1918,138387.57030823026
1919,169879.99416885257
1920,141122.12682848633
1921,442282.0325753673
1922,322087.6369190144
1923,214417.44479175605
1924,240190.95994882082
1925,210888.5424201435
1926,413756.8986961506
1927,133625.08812716327
1928,148346.636346596
1929,126702.357698518
1930,134364.33499582432
1931,145101.89243705664
1932,140097.22512431315
1933,184190.86745086266
1934,179480.19277736565
1935,176230.79054958903
1936,195180.44490939198
1937,187927.67418236448
1938,177600.91750115406
1939,250440.98347460997
1940,176391.2017240965
1941,171950.83010770276
1942,189000.43525564164
1943,202718.9960477568
1944,360665.2476629941
1945,389243.0714037607
1946,165959.13883108698
1947,332533.4194566606
1948,166551.09140961186
1949,247507.53259112814
